"like good romance , son bride , prof 's never late learn .",pos
"assured , vital well wrought , film , arguably , accomplished work date hong kong 's versatile stanley kwan .",very pos
delivers roughly equal amount beautiful movement inside information .,pos
"movie ha script ( paul pender ) made wood , 's relentlessly folksy , procession stagy set piece stacked binary opposition .",very neg
"enthralling documentary ... playful haunting , in-depth portrait iconoclastic artist wa fundamentally unknowable even closest friend .",very pos
beware quirky brit-com .,neg
period story catholic boy try help jewish friend get heaven sending audience straight hell .,very neg
"wrap guise dark quirky comedy , n't quirky think comedy generally mean-spirited .",neu
vividly conveys shadow side 30-year friendship two english woman .,neu
"tony gayton 's script doe n't give u anything n't seen , director d.j. caruso 's grimy visual veneer kilmer 's absorbing performance increase gravitational pull considerably .",neu
"unfortunately , carvey 's rubber-face routine match insipid script ha crafted harris goldberg .",neg
's sweet .,pos
"vibrant , colorful , semimusical rendition .",very pos
"go , pack knitting needle .",very neg
"film n't move one way , wa honest effort want see flick telemarketers one due .",neu
sophisticated literate picture usually ... amusing little catch .,pos
rarely doe film graceless devoid merit one come along .,very neg
spielberg 's realization near-future america masterful .,very pos
chick flick guy .,neu
cox creates fluid mesmerizing sequence image match word nijinsky 's diary .,pos
"admit , hate like .",neu
like .,pos
"big fat liar little home alone raised new , self-deprecating level .",very neg
french film down-home flavor .,pos
"prefer soderbergh 's concentration two lover tarkovsky 's mostly male , mostly patriarchal debating society .",neu
submarine drama earns right favorably compared da boot .,pos
"entire cast first-rate , especially sorvino .",very pos
"( caine ) prof ha n't lost touch , bringing superb performance admittedly middling film .",pos
seems grant doe n't need floppy hair self-deprecating stammer .,neu
"latest effort , storytelling , solondz ha finally made movie n't offensive -- also happens good .",pos
ingenious film comedy since john malkovich .,very pos
thought-provoking look western foreign policy - however well intentioned - wreak havoc culture .,neu
"` dumb dumber ' would without vulgarity intelligent , life-affirming script .",neu
"even generally amusing time time , spy ha problem majority action comedy .",neg
weird wonderful comedy .,very pos
's clear picture killed bob crane .,neu
truly wonderful tale combined stunning animation .,very pos
"fan critic ' darling band wilco marvel sometimes murky , always brooding look trying break heart .",pos
strong subject matter continues shock throughout film .,neu
make feel weird \/ thinking bad thing world \/ like puppy broken leg \/ butterfly die \/ movie starring pop queen,neg
"movie lack action make drama , suspense , revenge , romance .",pos
"despite promising cast character , big trouble remains loosely tied series vignette prove ` zany ' doe n't necessarily mean ` funny . '",neg
"see big bad love trying go , never quite get .",neu
"gaghan capture half-lit , sometimes creepy intimacy college dorm room , subtlety make silly , over-the-top coda especially disappointing .",very neg
rollerball sequence feel sanitised stagey .,neg
highly engaging .,very pos
"make compelling , provocative prescient viewing .",very pos
viewed pure composition form -- film music,pos
may first cartoon ever look shown projection television screen sport bar .,neg
wo n't look religious fanatic -- backyard shed -- way .,neu
"alternating facetious comic parody pulp melodrama , smart-aleck movie ... toss around intriguing question difference human android life .",pos
"headline-fresh thriller set among orthodox jew west bank , joseph cedar 's time favor manages find compelling dramatic mean addressing complex situation , doe without compromising complexity .",pos
say `` hi '' lover wake morning ?,neu
folk real stake american sexual landscape find either moderately amusing plain irrelevant .,neu
nothing deep substantial .,neg
"much nemesis ha tired , talky feel .",neg
quitting offer piercing domestic drama spike sly humor .,pos
"'s pretty linear makeup-deep , bogdanovich tie together efficiency affection period .",pos
"'s hard imagine anyone managing steal movie charismatic rising star jake gyllenhaal also accomplished oscar winner susan sarandon , dustin hoffman holly hunter , yet newcomer ellen pompeo pull feat aplomb .",very pos
"doe n't make great cinema , interesting see one 's imagination lead given opportunity .",neg
`` without '' probing examination female friendship set dynamic decade .,neu
"big build-up , payoff audience , well character , messy , murky , unsatisfying .",neu
script david koepp perfectly serviceable give story soul ... elevates experience mythic level .,very pos
"'re content clever pseudo-bio manages good time dole piece famous director 's life , eisenstein delivers .",pos
entire movie establishes wonderfully creepy mood .,very pos
"end movie , 're definitely convinced woman spectacular .",pos
"film like sitting downtown cafe , overhearing bunch typical late-twenty-somethings natter nothing , desperately wishing could change table .",very neg
"thought relationship wonderful , comedy wa funny , love ` real ' .",very pos
rewarding .,pos
"impress skillfully assembled , highly polished professional adaptation ... chilling unsettling ` manhunter ' wa .",very pos
wa n't .,neg
"plot , character , drama , emotion , idea -- irrelevant experience seeing scorpion king .",neg
"everybody love david goliath story , one told almost entirely david 's point view .",pos
jackass vulgar cheap-looking version candid camera staged marquis de sade set .,very neg
say vapid vehicle downright doltish uneventful obvious telling country skunk ha severe body odor .,very neg
"... delightfully unpredictable , hilarious comedy wonderful performance tug heart way utterly transcend gender label .",very pos
"call cynic , 's something awfully deadly movie life-affirming message .",neg
"could something special , two thing drag mediocrity -- director clare peploe 's misunderstanding marivaux 's rhythm , mira sorvino 's limitation classical actress .",very neg
ms. hutchins talented enough charismatic enough make u care zelda 's ultimate fate .,very pos
"remarkable ( frustrating ) thing world traveler , open today manhattan , protagonist , object intense scrutiny 104 minute , remains complete blank .",neu
drama ?,neu
"( russell ) make good b movie ( mask , blob ) , scorpion king ably meet standard .",pos
"neither funniest film eddie murphy robert de niro ha ever made , showtime nevertheless efficiently amusing good .",pos
"without sex , wonderful tale love destiny , told well master storyteller",very pos
definitely worth seeing .,very pos
"film place , really .",very neg
"everything girl ca n't swim , even passage sensitive observation , feel secondhand , familiar -- good way .",neg
see .,very pos
psychic journey deep fabric iranian ... life .,pos
"take face , stroke cheek coo beseechingly : slow , shake tension take picture breezy , distracted rhythm .",pos
"dull , dumb derivative horror film .",very neg
would benigni 's italian pinocchio easier sit hastily dubbed disaster ?,very neg
bring tissue .,pos
"though everyone , guy somber trip worth taking .",neu
one film seems tailor made air pay cable offer modest amusement one ha nothing else watch .,neg
"chris columbus ' sequel faster , livelier good deal funnier original .",pos
"movie brilliant , really .",very pos
"sex ironically ha little story , becomes something lame try evade responsibility never , ever , leave large dog alone toddler .",neg
"satin rouge new , inventive , journey , 's encouraging see three-dimensional , average , middle-aged woman 's experience self-discovery handled sensitivity .",pos
one regard reign fire awe .,very pos
"stealing harvard doe n't care cleverness , wit kind intelligent humor .",very neg
"flaw , also stretch impact moment awe ; 're wrapped character , make choice , .",pos
start witty sophisticated want love -- filmmaker yvan attal quickly writes corner .,neg
off-putting french romantic comedy sure test severely indulgence fan amelie .,neu
ha advantage never growing old .,neu
cat 's meow mark return form director peter bogdanovich ...,pos
"skillful , mr. shyamalan undone pretension .",neu
"result , memorable , least interesting .",neu
"folk started hanging barbershop , never wanted leave .",pos
"mess , 's sincere mess .",neu
"dogtown hollow , self-indulgent , - worst - boring .",neg
"halloween 's , visually unappealing .",very neg
turn dark funny .,very pos
"divine monument single man 's struggle regain life , dignity music .",very pos
ha requisite faux-urban vibe hotter-two-years-ago rap r&b name reference .,neg
"... light , yet engrossing piece .",pos
"muccino seems exploring idea human long n't , get u trouble .",pos
"- enactment , however fascinating may history , crude serve work especially well .",neg
"ultimately repellent fully endear american art house audience , notable stylistic austerity forcefulness .",neg
"sensitive , cultivated treatment greene 's work well remarkably faithful one .",very pos
"reasonably creative eighth-grader could written credible script , though number continuity error .",very neg
attempt nuance given capable cast drowned director jon purdy 's sledgehammer sap .,neg
"stuffed brim idea , american instigator michael moore 's film rambling examination american gun culture us usual modus operandi crucifixion juxtaposition .",pos
"violent , profane exploitative offensive action flick 've ever seen .",neg
"despite besson 's high-profile name wasabi 's big selling point , doubt krawczyk deserves huge amount credit film 's thoroughly winning tone .",pos
"interesting , compelling .",neu
harks back time movie imagination market research .,pos
abderrahmane sissako 's heremakono ( waiting happiness ) elegiac portrait transit city west african coast struggling foreign influence .,neu
"clever unflinching comic barb , slap small rewarding comedy take aim contemporary southern adolescence never let .",very pos
"might sort credible gender-provoking philosophy submerged , hell care ?",neg
"`` frailty '' offer chill much like get sitting around campfire around midnight , telling creepy story give willies .",very pos
"( lin chung 's ) voice rather unexceptional , even irritating ( least western ear ) , making awfully hard buy impetus complicated love triangle develops three central character .",neg
"part , weight water come two-way time-switching myopic mystery stall lackluster gear emotional blandness .",neg
"somewhere middle , film compels , demme experiment harvest movie moment gem , field roughage dominates .",neu
"sulking , moody male hustler title role , ( franco ) ha dean 's mannerism self-indulgence , none sweetness vulnerability .",neg
"enlivens film , beyond astute direction cardoso beautifully detailed performance actor , note defiance social dictate .",pos
"eccentric enough stave doldrums , caruso 's self-conscious debut also eminently forgettable .",neu
good film sits place masterpiece .,pos
reggio glass put intoxicating show .,pos
"light , engaging comedy fumble away almost accumulated enjoyment crucial third act miscalculation .",neg
"shot rich , shadowy black-and-white , devil chronicle , increasingly amused irony , relationship reluctant captor befuddled captive .",very pos
"fine film , would lot better stuck betty fisher left story .",neu
c'mon !,neu
wish celebi could take back time saw movie could skip .,very neg
"earnest , unsubtle hollywood-predictable , green dragon still deeply moving effort put human face travail thousand vietnamese .",pos
gorgeous epic guaranteed lift spirit whole family .,very pos
"though harris affecting time , overcome sense pumpkin mere plot pawn two director far le endearing disability .",neg
"although largely heavy-handed indictment parental failing indifference spanish social worker legal system towards child abuse , film retains ambiguity make well worth watching .",pos
"gamely movie try make sense title character , remains huge gap film 's creepy , clean-cut dahmer ( jeremy renner ) fiendish act amount earnest textbook psychologizing bridge .",very neg
"way home ode unconditional love compassion garnered year seeing , condition old privy , ... often misconstrued weakness .",pos
"photographer 's show-don ` t-tell stance admirable , make problematic documentary subject .",neu
hey arnold !,neu
"try hard funny way 's loud , goofy short attention span .",neg
"sometimes entertaining , sometimes indulgent -- never le pure wankery .",neu
"thoughtless , random , superficial humour lot bad scouse accent",very neg
mawkish self-parody play like weird masterpiece theater sketch neither point view compelling reason .,neg
movie two absorbing character engaged romance ca n't wait see end .,very neg
"one sens world traveler earlier film freundlich bear grievous obscure complaint father , circle obsessively , without making contact .",neg
movie like guy film criticism considered work .,neg
"... generically , forgettably pleasant start finish .",neu
charming funny ( ultimately silly ) movie .,neu
nothing amiable unfocused bagatelle play like loosely-connected string acting-workshop exercise .,very neg
powder blue sun-splashed white tunis make alluring backdrop sensuous spirited tale prim widow find unlikely release belly-dancing club .,pos
"old-fashioned screenwriting parlance , ms. shreve 's novel proved difficult text ` lick , ' despite effort first-rate cast .",neg
"song , second verse , coulda better , coulda worse .",neu
"director john musker ron clements , team behind little mermaid , produced sparkling retina candy , n't able muster lot emotional resonance cold vacuum space .",neu
quelle surprise !,neu
"every opportunity something clever , film go right edge kill every sense believability ... left no-surprise series explosion violence banderas look like 's trying laugh bad",neg
walked away new version e.t. hoped would -- moist eye .,very pos
earnest tentative even aim shock .,neu
annoying orgy excess exploitation ha point go nowhere .,very neg
coming-of-age film avoids cartoonish cliche sneering humor genre provides fresh view old type -- uncertain girl brink womanhood .,pos
"start learning compromise reality enough become comparatively sane healthy , film becomes predictably conventional .",neg
made realize really n't good cheesy b-movie playing theater since ... well ... since last week 's reign fire .,neg
"way , joshua blasphemous nonsensical luis bunuel film without latter 's attendant intelligence , poetry , passion , genius .",very neg
make movie special utter sincerity .,pos
get ... caddyshack crossed loyal order raccoon .,neu
"may think figured con player debut film argentine director fabian bielinsky , thinking someone made wallet .",neg
"kind movie come along occasionally , one unconventional , gutsy perfectly executed take breath away .",very pos
buy popcorn .,neu
... triumph emotionally narratively complex filmmaking .,very pos
's perfect show respect one underrated professional deserve rarely receive .,very pos
"white ha n't developed character much caricature , one-dimensional buffoon get laugh nothing else .",neg
"whatever warning kid danger ouija board , someone dispense advice film director .",neu
"film might turn many people opera , general , art form visceral spiritual , wonderfully vulgar sublimely lofty -- emotionally grand life .",very pos
"bog badly absorb jia 's moody , bad-boy behavior portrays one-note performance .",neu
surprisingly charming even witty match best hollywood 's comic-book adaptation .,pos
"meatier deeper beginning and\/or ending would easily tipped film `` '' range , , 's strong `` b + . ''",pos
"n't disaster , exactly , handsomely produced let-down .",neg
"leave john sayles take developer , chamber commerce , tourism , historical pageant , commercialism movie ... without neglecting character development even one minute .",very pos
"fascinating examination joyous , turbulent self-discovery made proper , middle-aged woman .",pos
"problem 's derivative , plenty funny movie recycle old trope .",neu
"leather pant & augmented boob , hawn hilarious try resuscitate fun-loving libertine lost somewhere inside conservative , handbag-clutching sarandon .",pos
"brings spectacular completion one complex , generous subversive artwork last decade .",very pos
watching austin power goldmember like binging cotton candy .,pos
"image usually abbreviated favor mushy obviousness telegraphed pathos , particularly whitaker 's misfit artist concerned .",neu
innocuous enough make even jean-claude van damme look good .,neu
"none original , n't particularly funny .",very neg
"smart , sassy interpretation oscar wilde play .",very pos
closest thing experience space travel,pos
writer\/director alexander payne ( election ) co-writer jim taylor brilliantly employ quirky fearless ability look american angst eye end laughing .,pos
"deft , delightful mix sulky teen drama overcoming-obstacles sports-movie triumph .",pos
"klein , charming comedy like american pie dead-on election , delivers one saddest action hero performance ever witnessed .",neg
"one finest , humane important holocaust movie ever made .",very pos
demme finally succeeds diminishing stature oscar-winning master lowly studio hack .,neg
"satisfyingly scarifying , fresh old-fashioned time .",pos
"aside fact film idiotically us website feardotcom.com improperly hammy performance poor stephen rea , film get added disdain fact nearly impossible look understand .",very neg
"3-d vista orbit , space station suspended like huge set wind chime great blue globe , stanza breathtaking , awe-inspiring visual poetry .",very pos
grating tedious .,neg
"spectacular every sense word , even ' know orc uruk-hai .",very pos
's glimpse life .,neu
absurdity cliche accumulate like lint fat man 's navel .,very neg
"uneven , self-conscious often hilarious spoof .",pos
everyone able appreciate wonderful cinematography naturalistic acting .,pos
one ca n't shake feeling crossroad nothing hour-and-a-half-long commercial britney 's latest album .,very neg
's sitcomishly predictable cloying attempt poignant .,neg
movie undone filmmaking methodology 's experimental enough alienate mainstream audience ringing cliched hardened indie-heads .,neg
"anyone suffers film deserves , least , big box consolation candy .",very neg
"benigni present boy puppet pinocchio , complete receding hairline , weathered countenance american breckin meyer 's ridiculously inappropriate valley boy voice .",neu
"pint-sized ` goodfellas ' designed appeal younger set , 's good movie objective sense , doe mostly hold one 's interest .",neu
"top foundering performance , ( madonna 's ) denied athleticism lighting emphasizes every line sag .",neg
picture 's fascinating byway littered trenchant satirical jab peculiar egocentricities acting breed .,pos
"'s drawling , slobbering , lovable run-on sentence film , southern gothic emotional arc raw blue soundtrack .",neu
"singer\/composer bryan adam contributes slew song -- potential hit , simply intrusive story -- whole package certainly capture intended , er , spirit piece .",pos
"wo n't hold long haul , moment , finch 's tale provides forgettable pleasure saturday matinee .",pos
greatness .,very pos
far away .,neu
initial excitement settle warmed pastiche .,neg
"passable romantic comedy , need another couple pass word processor .",neu
"wallace get bit heavy handed message time , ha visual flair wax poetic far much taste .",neu
"fessenden continues interesting work , would nice see could make decent budget .",pos
"williams play sy , another open-faced , smiling madman , like killer insomnia .",neu
charlize chase kevin gun .,neu
"action-adventure , space-based homage robert louis stevenson 's treasure island fire plasma conduit .",pos
"limp along squirm-inducing fish-out-of-water formula go nowhere go , slowly .",neg
mushy finale turn john q movie-of-the-week tearjerker .,pos
great dragon !,pos
"'m saying ice age doe n't fairly pretty picture , 's enough substance story actually give life .",neu
"laughably , irredeemably awful .",very neg
"positively thrilling combination ethnography intrigue , betrayal , deceit murder shakespearean tragedy juicy soap opera .",pos
's infuriating full frontal 's close real life make sense .,neg
"lot fun , undeniable energy sparked two actress 50 working peak power .",very pos
"evelyn may based true historically significant story , filmmaker made every effort disguise unimaginative screenwriter 's invention .",very neg
little intensity little le charm would saved film world hurt .,neg
"paraphrase line another dickens ' novel , nicholas nickleby much like fragment underdone potato .",very neg
imponderably stilted self-consciously arty movie .,neg
`` cremaster 3 '' come warning `` serious film buff ! '',pos
sci-fi techno-sex thriller start bizarre keep getting weirder .,neu
"get idea , though , kapur intended film .",neu
"lazy , miserable smug .",very neg
execution flop exception six gag really work .,neu
's great deal corny dialogue preposterous moment .,neg
"creative animation work may look fully ` rendered ' pixar 's industry standard , us lighting effect innovative background equally impressive degree .",pos
"lot effort intelligence display execution awkward , static , lifeless rumbling .",very neg
exaggerated broad come annoying rather charming .,neg
"spent screen series go , star trek : nemesis even suggestive 65th class reunion mixer eight surviving member show -- 's nothing drink .",neu
"leigh n't breaking new ground , know daily grind kill love .",pos
decent dull .,neg
"'ve yet find actual vietnam war combat movie actually produced either north south vietnamese , least 've got something pretty damn close .",pos
tsai may ploughing furrow often .,neu
"could , art heart , necessary one .",pos
"'s packed adventure worthwhile environmental message , 's great kid .",very pos
cheapen overall effect .,neg
"argento , 26 , brings youthful , out-to-change-the-world aggressiveness project , 's cut open vein bled raw film stock .",pos
deem necessary document emotional misery ?,neg
"... funny , enjoyable ...",very pos
make worth watching quaid 's performance .,pos
"made feel uneasy , even queasy , ( solondz 's ) cool compassion border bemused contempt .",neu
ferrara 's strongest touching movie recent year .,very pos
location go stark desert gorgeous beach .,pos
( frei ) give u ... man us damage war -- far often warfare -- create kind art shot fill gallery show .,pos
movie ingenious fun .,very pos
"director alfonso cuaron get vivid , convincing performance fine cast , generally keep thing going rapid pace , occasionally using omniscient voice-over narrator manner french new wave film .",pos
's movie accomplishes much one viewing ca n't possibly enough .,pos
almost peerlessly unsettling .,neg
fifty car pileup cliche .,very neg
"celebrates group 's playful spark nonconformity , glancing vividly back hibiscus grandly called ` angel light . '",pos
` blade runner ' would 've looked like low-budget series uhf channel .,neg
... somehow manages escape shackle cliche best espionage picture come week .,pos
"inventive , absorbing movie 's hard classify hard resist .",very pos
"n't flee , might seduced .",neu
"elaborate special effect take centre screen , human story pushed one side .",pos
incredibly irritating comedy thoroughly vacuous people ... manages embody worst excess nouvelle vague without sense fun energy .,very neg
likely scratching head hiding seat .,neg
deepa mehta provides accessible introduction well intelligent observation success bollywood western world .,pos
"screenplay hugely overwritten , ton ton dialogue -- given child .",neg
make esther kahn demanding progress low-key manner risk monotony .,neg
"yes , also intriguing honorable , worthwhile addition distinguished film legacy .",pos
"'s particularly well made , since found howling cringing , 'd say film work .",pos
sweet memorable film .,very pos
offer persuasive look defeated defiant nation flux .,pos
"little melodramatic , enough hope keep engaged .",pos
"'s powerful though flawed movie , guaranteed put lump throat reaffirming washington possibly best actor working movie today .",very pos
yawn-provoking little farm melodrama .,very neg
"brainy , artistic muted , almost point suffocation .",neu
"rare movie work number level -- film magic whimsy child , heartfelt romance teenager compelling argument death , pro con , adult .",very pos
"liked movie , know would liked gone one step .",pos
"good actor radar juicy role -- 's plethora character picture , one flat .",pos
"kapur fails give audience single character worth rooting ( worth rooting , matter ) .",neg
"2002 film doe n't really believe , break mood absurdly inappropriate ` comedy ' scene .",very neg
yet 's quite genre-busting film 's hyped play everything safe .,neg
"wa lazy enjoyable , formula comedy redeemed star , even lazier far le enjoyable .",neg
wedding feel bit anachronistic .,very neg
"though go , anyone ha seen hunger cat people find little new , tasty performance vincent gallo lift tale cannibal lust ordinary .",pos
"sleep-inducingly slow-paced crime drama clumsy dialogue , heavy-handed phoney-feeling sentiment , overly-familiar set plot device .",very neg
spend benjamin matinee .,neu
"hugh grant , ha good line charm , ha never charming boy .",very pos
"slow-moving swedish film offer even hint joy , preferring focus humiliation martin defecates bed urinates plant birthday party .",neu
de palma .,neu
know make imagination wonder .,very pos
"every articulate player , skateboarder tony hawk bmx rider mat hoffman , half dozen young turk angling see many time work word `` radical '' `` suck '' sentence .",neg
"story suffers severe case oversimplification , superficiality silliness .",very neg
"reno doe thankless situation , film ricochet humor violence back , ryoko hirosue make u wonder always like .",neu
fake street drama keep telling thing instead showing .,neg
... sappy good .,neg
"contrived , awkward filled unintended laugh , film show sign someone director got editing room tried improve thing making movie go faster .",very neg
"film 's strength n't detail , larger picture paint - culture conflict , thin veneer nationalism cover deepest , media-soaked fear .",pos
"worthwhile documentary , whether 're rap , even may still leave wanting answer credit roll .",pos
"pure , exciting moviemaking .",very pos
collapse 30 minute slap-happy series adolescent violence .,very neg
"obvious , obnoxious didactic burlesque .",very neg
's sort 21st century morality play latino hip hop beat .,pos
"director , paxton surprisingly brilliant , deftly sewing together could confusing horrifying vision intense engrossing head-trip .",very pos
smothered solemnity .,neu
sitting last reel ( spoiler alert ! ),neu
"muddled , trashy incompetent",neu
clare peploe 's airless movie adaptation could use little american pie-like irreverence .,neg
"coy exhilarating , really solid performance ving rhames wesley snipe .",pos
"performance often engaging , loose collection largely improvised number would probably worked better one-hour tv documentary .",neg
charlotte sometimes gem .,pos
enticing often funny documentary .,very pos
wild ride movie keep throwing fastball .,pos
"tiresome 9 second jesse helm ' anti- castro rhetoric , included",neg
"( allen 's ) making piffle long , hollywood ending may way saying piffle airhead movie business deserves right .",neu
love opening scene wintry new york city 1899 .,pos
"seeing seinfeld home watch appearance letterman clinical eye reminds key stand-up always make look easy , even though reality anything .",neu
astonishingly skillful moving ... could become historically significant work well masterfully made one .,very pos
boomer kid barrie good time .,pos
"doe n't flinch unsettling prognosis , namely , legacy war kind perpetual pain .",neg
move care happened 1915 armenia ?,neu
work whodunit level larger theme get lost murk making,neg
"steven soderbergh 's digital video experiment clever cutting , quick dirty look modern living movie life .",pos
piano teacher easy film .,neg
davis ... get vivid performance cast pull deft ally mcbeal-style fantasy sequence .,very pos
offer glimpse solomonic decision facing jewish parent turbulent time : save child yet lose .,pos
-- ` true story ' queen 's men allegedly `` inspired '' wa lot funnier deftly enacted 's cobbled together onscreen .,neg
grew scooby -- 'll love movie .,pos
"schnieder bounce around limp wrist , wearing tight tummy top hip hugger , twirling hair finger assuming 's enough sustain laugh ...",neg
"good performance realistic , non-exploitive approach make paid full worth seeing .",very pos
"come family eats , meddles , argues , laugh , kibbitzes fight together , go see delightful comedy .",pos
